"","entry_number","@_fa","@seq","author_url","authid","orcid","authname","surname","given_name","initials","afid.@_fa","afid"
"184",54,"true","1","https://api.elsevier.com/content/author/author_id/57907872200","57907872200",NA,"Novera C.N.","Novera","Chowdhury Noushin","C.N.","true","60104119"
"185",54,"true","2","https://api.elsevier.com/content/author/author_id/57301156200","57301156200",NA,"Ahmed Z.","Ahmed","Zobayer","Z.","true","60013575"
"186",54,"true","3","https://api.elsevier.com/content/author/author_id/57193135281","57193135281",NA,"Kushol R.","Kushol","Rafsanjany","R.","true","60030835"
"187",54,"true","4","https://api.elsevier.com/content/author/author_id/16200418700","16200418700",NA,"Wanke P.","Wanke","Peter","P.","true","60000036"
"188",54,"true","5","https://api.elsevier.com/content/author/author_id/56494514000","56494514000",NA,"Azad M.A.K.","Azad","Md Abul Kalam","M.A.K.","true","60104119"
"189",55,"true","1","https://api.elsevier.com/content/author/author_id/35076857700","35076857700","0000-0002-3877-3792","Yu B.","Yu","Billy","B.","true","60072904"
"190",56,"true","1","https://api.elsevier.com/content/author/author_id/57224481671","57224481671","0000-0002-5777-3165","Özer M.","Özer","Mehmet","M.","true","60012603"
"191",56,"true","2","https://api.elsevier.com/content/author/author_id/57212958601","57212958601",NA,"Özer A.","Özer","Alper","A.","true","60012603"
"192",56,"true","3","https://api.elsevier.com/content/author/author_id/6602892096","6602892096",NA,"Ekinci Y.","Ekinci","Yuksel","Y.","true","60170563"
"193",56,"true","4","https://api.elsevier.com/content/author/author_id/23103306800","23103306800",NA,"Koçak A.","Koçak","Akin","A.","true","60012603"
"194",57,"true","1","https://api.elsevier.com/content/author/author_id/57024150400","57024150400","0000-0001-8526-7561","Ballestar M.T.","Ballestar","María Teresa","M.T.","true","60018940"
"195",57,"true","2","https://api.elsevier.com/content/author/author_id/6506559459","6506559459",NA,"Martín-Llaguno M.","Martín-Llaguno","Marta","M.","true","60010844"
"196",57,"true","3","https://api.elsevier.com/content/author/author_id/24336067500","24336067500",NA,"Sainz J.","Sainz","Jorge","J.","true","60018940"
"197",58,"true","1","https://api.elsevier.com/content/author/author_id/57226740004","57226740004",NA,"Alqtati N.","Alqtati","Nael","N.","true","126729199"
"198",58,"true","2","https://api.elsevier.com/content/author/author_id/55495804500","55495804500",NA,"Wilson J.A.J.","Wilson","Jonathan A.J.","J.A.J.","true","60105147"
"199",58,"true","3","https://api.elsevier.com/content/author/author_id/57200569349","57200569349",NA,"De Silva V.","De Silva","Varuna","V.","true","60123703"
"200",59,"true","1","https://api.elsevier.com/content/author/author_id/57210206145","57210206145","0000-0001-6697-8640","Song X.","Song","Xi","X.","true","60022317"
"201",59,"true","2","https://api.elsevier.com/content/author/author_id/57201646758","57201646758","0000-0001-5823-7121","Mo Z.","Mo","Ziying","Z.","true","60017456"
"202",59,"true","3","https://api.elsevier.com/content/author/author_id/22035543200","22035543200","0000-0002-1820-5691","Liu M.T.","Liu","Matthew Tingchi","M.T.","true","60022317"
"203",59,"true","4","https://api.elsevier.com/content/author/author_id/8977798100","8977798100","0000-0001-5822-8743","Niu B.","Niu","Ben","B.","true","60000937"
"204",59,"true","5","https://api.elsevier.com/content/author/author_id/57339525800","57339525800",NA,"Huang L.","Huang","Li","L.","true","60022317"
"205",60,"true","1","https://api.elsevier.com/content/author/author_id/57207932854","57207932854",NA,"Cooper H.B.","Cooper","Holly B.","H.B.","true","60018805"
"206",60,"true","2","https://api.elsevier.com/content/author/author_id/7004399351","7004399351",NA,"Ewing M.T.","Ewing","Michael T.","M.T.","true","60018805"
"207",60,"true","3","https://api.elsevier.com/content/author/author_id/55430704000","55430704000",NA,"Mishra S.","Mishra","Sagarika","S.","true","60018805"
"208",61,"true","1","https://api.elsevier.com/content/author/author_id/57694369500","57694369500",NA,"Wei Z.","Wei","Zihan","Z.","true","60013789"
"209",61,"true","2","https://api.elsevier.com/content/author/author_id/55704405100","55704405100",NA,"Zhang M.","Zhang","Mingli","M.","true","60013789"
"210",61,"true","3","https://api.elsevier.com/content/author/author_id/57197732357","57197732357",NA,"Qiao T.","Qiao","Tong","T.","true","60013789"
"211",62,"true","1","https://api.elsevier.com/content/author/author_id/57672343400","57672343400",NA,"Jang H.","Jang","Hyunkyu","H.","true","60031791"
"212",62,"true","2","https://api.elsevier.com/content/author/author_id/57848080500","57848080500",NA,"Chu W.","Chu","Wujin","W.","true","60013682"
"213",63,"true","1","https://api.elsevier.com/content/author/author_id/7102439832","7102439832","0000-0003-0080-2540","Shankar V.","Shankar","Venkatesh","V.","true","60138449"
"214",63,"true","2","https://api.elsevier.com/content/author/author_id/57200450074","57200450074",NA,"Parsana S.","Parsana","Sohil","S.","true","60138449"
"215",64,"true","1","https://api.elsevier.com/content/author/author_id/57189343074","57189343074",NA,"Sun B.","Sun","Bing","B.","true","60003353"
"216",64,"true","2","https://api.elsevier.com/content/author/author_id/57217094719","57217094719","0000-0003-0030-0161","Mao H.","Mao","Hongying","H.","true","60003353"
"217",64,"true","3","https://api.elsevier.com/content/author/author_id/57217095831","57217095831",NA,"Yin C.","Yin","Chengshun","C.","true","60003353"
"218",65,"true","1","https://api.elsevier.com/content/author/author_id/57206604878","57206604878","0000-0003-1257-6931","Wang X.","Wang","Xin","X.",NA,NA
"219",65,"true","2","https://api.elsevier.com/content/author/author_id/57343249100","57343249100",NA,"He J.","He","Jiaxiu","J.",NA,NA
"220",65,"true","3","https://api.elsevier.com/content/author/author_id/24517405000","24517405000",NA,"Curry D.J.","Curry","David J.","D.J.",NA,NA
"221",65,"true","4","https://api.elsevier.com/content/author/author_id/57218648384","57218648384","0000-0002-9434-1724","Ryoo J.H.","Ryoo","Jun Hyun","J.H.",NA,NA
"222",66,"true","1","https://api.elsevier.com/content/author/author_id/55911294000","55911294000","0000-0001-9567-171X","Dubiel A.","Dubiel","Anna","A.","true","60177637"
"223",66,"true","2","https://api.elsevier.com/content/author/author_id/47561597300","47561597300","0000-0002-8369-6810","Mukherji P.","Mukherji","Prokriti","P.","true","60177637"
"224",67,"true","1","https://api.elsevier.com/content/author/author_id/22833662100","22833662100",NA,"Berger J.","Berger","Jonah","J.","true","60022452"
"225",67,"true","2","https://api.elsevier.com/content/author/author_id/55294413800","55294413800",NA,"Rocklage M.D.","Rocklage","Matthew D.","M.D.","true","60024063"
"226",67,"true","3","https://api.elsevier.com/content/author/author_id/55765549300","55765549300",NA,"Packard G.","Packard","Grant","G.","true","60119111"
"227",68,"true","1","https://api.elsevier.com/content/author/author_id/57160352200","57160352200",NA,"Treen E.","Treen","Emily","E.","true","60113134"
"228",68,"true","2","https://api.elsevier.com/content/author/author_id/57778940100","57778940100",NA,"Yu Y.","Yu","Yunzhijun","Y.","true","60113134"
"229",69,"true","1","https://api.elsevier.com/content/author/author_id/7101962114","7101962114",NA,"Tsao H.Y.","Tsao","Hsiu Yuan","H.Y.","true","60017511"
"230",69,"true","2","https://api.elsevier.com/content/author/author_id/26435082100","26435082100",NA,"Campbell C.","Campbell","Colin","C.","true","60002214"
"231",69,"true","3","https://api.elsevier.com/content/author/author_id/23028771700","23028771700",NA,"Sands S.","Sands","Sean","S.","true","60030804"
"232",69,"true","4","https://api.elsevier.com/content/author/author_id/56563117200","56563117200",NA,"Mavrommatis A.","Mavrommatis","Alexis","A.","true","60113192"
"233",70,"true","1","https://api.elsevier.com/content/author/author_id/57933629500","57933629500",NA,"Flores O.M.C.","Flores","Oliver Moisés Cervantes","O.M.C.","true","60022112"
"234",70,"true","2","https://api.elsevier.com/content/author/author_id/57933694600","57933694600",NA,"Cervantes V.M.","Cervantes","Valeria Meléndez","V.M.","true","60022112"
"235",70,"true","3","https://api.elsevier.com/content/author/author_id/57933564900","57933564900",NA,"Cervera C.M.","Cervera","Claudia Malcón","C.M.","true","60022112"
"236",70,"true","4","https://api.elsevier.com/content/author/author_id/56358498100","56358498100",NA,"De la Vega Meneses J.G.","De la Vega Meneses","José Gerardo","J.G.","true","60022112"
"237",71,"true","1","https://api.elsevier.com/content/author/author_id/22833662100","22833662100",NA,"Berger J.","Berger","Jonah","J.","true","60022452"
"238",71,"true","2","https://api.elsevier.com/content/author/author_id/55765549300","55765549300",NA,"Packard G.","Packard","Grant","G.","true","60119111"
"239",71,"true","3","https://api.elsevier.com/content/author/author_id/55330031100","55330031100",NA,"Boghrati R.","Boghrati","Reihane","R.","true","60022452"
"240",71,"true","4","https://api.elsevier.com/content/author/author_id/57216631808","57216631808",NA,"Hsu M.","Hsu","Ming","M.","true","60025038"
"241",71,"true","5","https://api.elsevier.com/content/author/author_id/14034174700","14034174700",NA,"Humphreys A.","Humphreys","Ashlee","A.","true","60007363"
"242",71,"true","6","https://api.elsevier.com/content/author/author_id/57189367543","57189367543",NA,"Luangrath A.","Luangrath","Andrea","A.","true","60090931"
"243",71,"true","7","https://api.elsevier.com/content/author/author_id/11142164900","11142164900",NA,"Moore S.","Moore","Sarah","S.","true","60116478"
"244",71,"true","8","https://api.elsevier.com/content/author/author_id/36761348200","36761348200",NA,"Nave G.","Nave","Gideon","G.","true","60022452"
"245",71,"true","9","https://api.elsevier.com/content/author/author_id/23467235200","23467235200",NA,"Olivola C.","Olivola","Christopher","C.","true","60116234"
"246",71,"true","10","https://api.elsevier.com/content/author/author_id/55294413800","55294413800",NA,"Rocklage M.","Rocklage","Matthew","M.","true","60024063"
"247",72,"true","1","https://api.elsevier.com/content/author/author_id/57221600744","57221600744","0000-0003-3740-7456","Sagkaya Güngör A.","Sagkaya Güngör","Aysegül","A.","true","60104438"
"248",72,"true","2","https://api.elsevier.com/content/author/author_id/57113646300","57113646300","0000-0002-7370-7504","Ozansoy Çadirci T.","Ozansoy Çadirci","Tugçe","T.","true","60019963"
"249",73,"true","1","https://api.elsevier.com/content/author/author_id/57413045700","57413045700","0000-0002-2559-9852","Oliveira P.M.","Oliveira","Pedro Miguel","P.M.","true","60028300"
"250",73,"true","2","https://api.elsevier.com/content/author/author_id/57201342913","57201342913","0000-0001-6286-1437","Guerreiro J.","Guerreiro","João","J.","true","60028300"
"251",73,"true","3","https://api.elsevier.com/content/author/author_id/14629383400","14629383400","0000-0001-6050-9958","Rita P.","Rita","Paulo","P.","true","60105899"
"252",74,"true","1","https://api.elsevier.com/content/author/author_id/57113646300","57113646300","0000-0002-7370-7504","Ozansoy Çadlrcl T.","Ozansoy Çadlrcl","Tugce","T.","true","60019963"
"253",75,"true","1","https://api.elsevier.com/content/author/author_id/57209250605","57209250605",NA,"Hudaefi F.A.","Hudaefi","Fahmi Ali","F.A.","true","124386756"
"254",75,"true","2","https://api.elsevier.com/content/author/author_id/57224529160","57224529160",NA,"Badeges A.M.","Badeges","Abdul Malik","A.M.","true","60029157"
"255",76,"true","1","https://api.elsevier.com/content/author/author_id/57211781008","57211781008",NA,"Lam J.","Lam","Joey","J.","true","60113134"
"256",76,"true","2","https://api.elsevier.com/content/author/author_id/7005936178","7005936178",NA,"Mulvey M.S.","Mulvey","Michael S.","M.S.","true","60193403"
"257",76,"true","3","https://api.elsevier.com/content/author/author_id/54383867000","54383867000",NA,"Robson K.","Robson","Karen","K.","true","60190568"
"258",77,"true","1","https://api.elsevier.com/content/author/author_id/57810128600","57810128600",NA,"Truong T.(.","Truong","Thu (Jordan)","T.(.","true","60026553"
"259",77,"true","2","https://api.elsevier.com/content/author/author_id/55578548500","55578548500",NA,"Ludwig S.","Ludwig","Stephan","S.","true","60019578"
"260",77,"true","3","https://api.elsevier.com/content/author/author_id/35748906500","35748906500",NA,"Mooi E.","Mooi","Erik","E.","true","60026553"
"261",77,"true","4","https://api.elsevier.com/content/author/author_id/8091566500","8091566500",NA,"Bove L.","Bove","Liliana","L.","true","60026553"
"262",78,"true","1","https://api.elsevier.com/content/author/author_id/56270898900","56270898900",NA,"Thaichon P.","Thaichon","Park","P.","true","60032987"
"263",78,"true","2","https://api.elsevier.com/content/author/author_id/57190666654","57190666654",NA,"Quach S.","Quach","Sara","S.","true","60032987"
"264",78,"true","3","https://api.elsevier.com/content/author/author_id/15078370300","15078370300",NA,"Ngo L.V.","Ngo","Liem Viet","L.V.","true","60028333"
"265",79,"true","1","https://api.elsevier.com/content/author/author_id/56328446100","56328446100","0000-0003-3698-2520","Lopez A.","Lopez","Alberto","A.","true","60007966"
"266",79,"true","2","https://api.elsevier.com/content/author/author_id/57290534600","57290534600","0000-0002-5231-463X","Garza R.","Garza","Ricardo","R.","true","127027408"
"267",80,"true","1","https://api.elsevier.com/content/author/author_id/57221727802","57221727802","0000-0003-4414-3030","Alzate M.","Alzate","Miriam","M.","true","60033019"
"268",80,"true","2","https://api.elsevier.com/content/author/author_id/36472989500","36472989500","0000-0002-5095-3788","Arce-Urriza M.","Arce-Urriza","Marta","M.","true","60033019"
"269",80,"true","3","https://api.elsevier.com/content/author/author_id/57130732200","57130732200",NA,"Cebollada J.","Cebollada","Javier","J.","true","60033019"
"270",81,"true","1","https://api.elsevier.com/content/author/author_id/55578548500","55578548500",NA,"Ludwig S.","Ludwig","Stephan","S.",NA,NA
"271",81,"true","2","https://api.elsevier.com/content/author/author_id/55123240900","55123240900",NA,"Herhausen D.","Herhausen","Dennis","D.",NA,NA
"272",81,"true","3","https://api.elsevier.com/content/author/author_id/7004324968","7004324968",NA,"Grewal D.","Grewal","Dhruv","D.",NA,NA
"273",81,"true","4","https://api.elsevier.com/content/author/author_id/8091566500","8091566500",NA,"Bove L.","Bove","Liliana","L.",NA,NA
"274",81,"true","5","https://api.elsevier.com/content/author/author_id/25422619200","25422619200",NA,"Benoit S.","Benoit","Sabine","S.",NA,NA
"275",81,"true","6","https://api.elsevier.com/content/author/author_id/7004664517","7004664517",NA,"de Ruyter K.","de Ruyter","Ko","K.",NA,NA
"276",81,"true","7","https://api.elsevier.com/content/author/author_id/57296837900","57296837900",NA,"Urwin P.","Urwin","Peter","P.",NA,NA
"277",82,"true","1","https://api.elsevier.com/content/author/author_id/57185707900","57185707900","0000-0002-4159-2474","Bilro R.G.","Bilro","Ricardo Godinho","R.G.","true","60028300"
"278",82,"true","2","https://api.elsevier.com/content/author/author_id/27467492100","27467492100","0000-0001-8362-4430","Loureiro S.M.C.","Loureiro","Sandra Maria Correia","S.M.C.","true","60028300"
"279",82,"true","3","https://api.elsevier.com/content/author/author_id/57226893450","57226893450",NA,"dos Santos J.F.","dos Santos","Joana Fonseca","J.F.","true","60028300"
"280",83,"true","1","https://api.elsevier.com/content/author/author_id/56110796400","56110796400",NA,"Shumanov M.","Shumanov","Michael","M.","true","60030804"
"281",83,"true","2","https://api.elsevier.com/content/author/author_id/57207932854","57207932854",NA,"Cooper H.","Cooper","Holly","H.","true","60018805"
